City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kirkenaer,NO,60.4564,12.0582,37.98,79,16,2.17,few clouds
345,Mapiripan,CO,2.8892,-72.1256,72.5,94,100,1.74,overcast clouds
346,Sept-Iles,CA,50.2001,-66.3821,50.52,95,100,28.77,moderate rain
347,Skibbereen,IE,51.55,-9.2667,60.12,98,100,17.22,overcast clouds
348,Richards Bay,ZA,-28.783,32.0377,77.7,67,97,10.07,overcast clouds
349,George Town,MY,5.4112,100.3354,91.33,75,20,9.22,few clouds
350,Puri,IN,19.8,85.85,88.32,60,41,6.91,scattered clouds
351,Hirado,JP,33.3597,129.5531,64.38,53,0,16.46,clear sky
352,Bilma,NE,18.6853,12.9164,78.33,26,0,14.2,clear sky
353,Porto Novo,BJ,6.4965,2.6036,80.42,77,40,4.5,scattered clouds
354,Novyy Urengoy,RU,66.0833,76.6333,38.25,96,100,17.27,overcast clouds
355,Meulaboh,ID,4.1363,96.1285,81.07,79,83,5.23,broken clouds
356,Beringovskiy,RU,63.05,179.3167,36.9,97,100,35.37,moderate rain
357,Aquiraz,BR,-3.9014,-38.3911,80.69,81,69,13.96,broken clouds
358,Naryan-Mar,RU,67.6713,53.087,37.13,96,100,16.06,light rain
359,Kaka,TM,37.3482,59.6143,59.52,55,87,3.51,overcast clouds
360,Aldan,RU,58.6031,125.3894,31.24,97,100,11.9,light snow
361,Itarema,BR,-2.9248,-39.9167,77.7,82,30,16.13,scattered clouds
362,Medenychi,UA,49.4305,23.7507,56.1,76,43,14.74,scattered clouds
363,Capinzal,BR,-27.3436,-51.6119,60.06,98,71,2.73,broken clouds
364,Northam,GB,51.0333,-4.2167,60.26,92,100,20.92,overcast clouds
365,Athabasca,CA,54.7169,-113.2854,36.01,51,7,3.38,clear sky
366,Sao Desiderio,BR,-12.3633,-44.9733,68.07,48,7,4.41,clear sky
367,Bayshore Gardens,US,27.4253,-82.5904,64.98,50,100,20.98,overcast clouds
368,Drawsko Pomorskie,PL,53.5306,15.8097,50.9,94,80,9.35,broken clouds
369,Luderitz,NA,-26.6481,15.1594,69.78,62,1,11.54,clear sky
370,Nishihara,JP,26.1842,127.7558,74.48,73,75,29.93,broken clouds
371,Palasa,IN,18.7667,84.4167,84.92,69,20,8.9,few clouds
372,Colquechaca,BO,-18.6667,-66.0167,32.54,83,0,4.25,clear sky
373,Poum,NC,-20.2333,164.0167,76.41,77,99,11.54,overcast clouds
374,Sarakhs,IR,36.5449,61.1577,60.26,52,100,8.16,overcast clouds
375,Atar,MR,20.5169,-13.0499,85.33,14,13,8.05,few clouds
376,Narsaq,GL,60.9167,-46.05,37.92,95,100,5.93,light rain
377,Udachnyy,RU,66.4167,112.4,17.46,85,97,6.82,overcast clouds
378,Caravelas,BR,-17.7125,-39.2481,70.2,92,68,4.07,broken clouds
379,Kaitangata,NZ,-46.2817,169.8464,50.29,65,100,14.09,overcast clouds
380,Nome,US,64.5011,-165.4064,33.17,95,98,6.22,overcast clouds
381,Lorengau,PG,-2.0226,147.2712,82.33,69,100,8.95,overcast clouds
382,Dossor,KZ,47.5272,52.9811,64.27,26,87,24.56,overcast clouds
383,Oranjemund,NA,-28.55,16.4333,65.03,76,11,10.4,few clouds
384,Takaungu,KE,-3.6837,39.8566,82.89,58,4,13.15,clear sky
385,Ampanihy,MG,-24.7,44.75,91.2,25,0,6.89,clear sky
386,Tasiilaq,GL,65.6145,-37.6368,28.62,86,100,4.41,overcast clouds
387,Te Anau,NZ,-45.4167,167.7167,40.87,95,89,4.59,overcast clouds
388,Veraval,IN,20.9,70.3667,86.9,52,5,7.99,clear sky
389,Batemans Bay,AU,-35.7167,150.1833,61.45,88,58,2.66,broken clouds
390,Kintinku,TZ,-5.8833,35.2333,85.15,33,15,7.76,few clouds
391,Petrovsk,RU,52.3064,45.3917,52.59,79,100,10.33,overcast clouds
392,San Antonio,US,29.4241,-98.4936,54.75,62,0,5.7,clear sky
393,Sorong,ID,-0.8833,131.25,84.09,76,100,4.54,moderate rain
394,Gat,IL,31.61,34.7642,81.39,20,0,5.88,clear sky
395,Taft,IR,31.7471,54.2088,69.75,28,15,6.91,few clouds
396,Simpang,ID,-1.2667,104.0833,88.48,63,90,2.21,moderate rain
397,Freeport,US,40.6576,-73.5832,47.01,70,1,4.0,clear sky
398,Manono,CD,-7.3,27.4167,87.66,45,100,2.75,overcast clouds
399,Nuuk,GL,64.1835,-51.7216,33.67,100,100,11.52,snow
400,Half Moon Bay,US,37.4636,-122.4286,72.27,66,0,0.0,clear sky
401,Wilmington,US,34.2257,-77.9447,42.89,68,14,4.0,few clouds
402,Estacion Coahuila,MX,32.1939,-115.0017,78.73,33,96,8.14,overcast clouds
403,Mount Gambier,AU,-37.8333,140.7667,60.66,72,0,8.08,clear sky
404,Sola,VU,-13.8833,167.55,81.95,77,36,17.76,scattered clouds
405,Bicas,BR,-21.7253,-43.0594,64.99,93,100,3.0,overcast clouds
406,Bontang,ID,0.1333,117.5,83.52,76,100,4.59,heavy intensity rain
407,Gajraula,IN,28.85,78.2333,84.47,43,0,4.38,clear sky
408,Warragul,AU,-38.1667,145.9333,67.05,52,0,4.21,clear sky
409,Humaita,BR,-7.5061,-63.0208,72.3,98,99,1.16,overcast clouds
410,San Policarpo,PH,12.1791,125.5072,82.98,80,100,7.85,overcast clouds
411,Margate,GB,51.3813,1.3862,57.9,83,96,5.99,overcast clouds
412,Krasnyy Chikoy,RU,50.3643,108.7512,46.94,46,100,3.0,overcast clouds
413,Solntsevo,RU,51.4185,36.7499,48.9,61,100,15.73,overcast clouds
414,Khorixas,NA,-20.3667,14.9667,83.55,17,0,5.44,clear sky
415,Namatanai,PG,-3.6667,152.4333,81.63,76,56,8.81,light rain
416,Labuhan,ID,-6.8844,112.2051,82.22,75,100,4.97,light rain
417,Aripuana,BR,-9.1667,-60.6333,71.08,97,100,0.56,overcast clouds
418,San Ramon,US,37.7799,-121.978,70.77,56,1,1.63,clear sky
419,Komsomolskiy,UZ,40.4272,71.7189,47.12,76,75,25.32,light intensity shower rain
420,Beatrice,US,40.2681,-96.747,27.27,79,0,0.0,clear sky
421,Ginda,IN,30.6945,78.4932,66.52,40,6,5.53,clear sky
422,Adrar,MR,20.5022,-10.0711,82.96,15,100,6.96,overcast clouds
423,Sampit,ID,-2.5333,112.95,82.35,84,100,1.3,overcast clouds
424,Acapulco,MX,16.8634,-99.8901,75.69,95,100,5.91,moderate rain
425,Jalingo,NG,8.8833,11.3667,81.77,67,78,2.53,broken clouds
426,Boda,CF,4.3189,17.4695,79.72,78,56,2.08,light rain
427,Chokurdakh,RU,70.6333,147.9167,-3.44,100,89,1.95,overcast clouds
428,Mason City,US,43.1536,-93.201,24.33,74,0,7.78,clear sky
429,Birjand,IR,32.8663,59.2211,79.27,17,0,4.61,clear sky
430,Trincomalee,LK,8.5711,81.2335,84.33,74,100,8.68,overcast clouds
431,Pangnirtung,CA,66.1451,-65.7125,13.68,78,4,10.33,clear sky
432,Olafsvik,IS,64.8945,-23.7142,44.35,82,100,15.48,overcast clouds
433,Baie-Comeau,CA,49.2168,-68.1489,53.28,100,100,20.71,overcast clouds
434,Deputatskiy,RU,69.3,139.9,-6.16,94,27,4.23,scattered clouds
435,Kirakira,SB,-10.4544,161.9205,81.23,82,85,6.29,overcast clouds
436,Kangaba,ML,11.9333,-8.4167,77.32,62,0,3.49,clear sky
437,Aykhal,RU,66.0,111.5,15.31,91,100,6.78,overcast clouds
438,Ketchikan,US,55.3422,-131.6461,55.87,88,100,23.02,mist
439,Pasighat,IN,28.0667,95.3333,82.99,55,0,3.76,clear sky
440,Navahrudak,BY,53.6,25.8333,47.16,86,100,14.38,overcast clouds
441,Praia,CV,14.9215,-23.5087,77.54,83,20,12.66,few clouds
442,Khonsa,IN,27.0167,95.5667,76.69,60,7,1.92,clear sky
443,Voh,NC,-20.9667,164.7,74.32,76,99,6.04,overcast clouds
444,Dong Hoi,VN,17.4833,106.6,69.87,89,100,19.17,overcast clouds
445,Batagay-Alyta,RU,67.8006,130.4114,0.54,92,29,2.73,scattered clouds
446,Milkovo,RU,54.7167,158.6167,31.98,56,29,14.27,scattered clouds
447,Bambari,CF,5.768,20.6757,79.57,76,100,4.16,overcast clouds
448,Narasapur,IN,16.45,81.6667,89.67,56,38,6.46,scattered clouds
449,Sioux Lookout,CA,50.1001,-91.917,21.27,93,0,2.3,clear sky
450,Bandarbeyla,SO,9.4942,50.8122,86.02,61,9,17.07,clear sky
451,Sainte-Suzanne,RE,-20.9061,55.6089,78.98,65,100,20.71,overcast clouds
452,Yulara,AU,-25.2406,130.9889,77.45,31,0,13.85,clear sky
453,Fairbanks,US,64.8378,-147.7164,32.59,91,100,1.43,overcast clouds
454,Lynn Haven,US,30.2455,-85.6483,45.97,66,0,4.0,clear sky
455,Nizhnyaya Maktama,RU,54.8636,52.4281,45.46,82,100,12.44,overcast clouds
456,Tautira,PF,-17.7333,-149.15,76.68,81,0,11.83,light rain
457,Hambantota,LK,6.1241,81.1185,91.74,62,20,13.8,few clouds
458,Hay River,CA,60.8156,-115.7999,42.78,75,40,5.75,scattered clouds
459,Guasdualito,VE,7.2424,-70.7324,77.0,100,100,2.3,overcast clouds
460,Nicoya,CR,10.1483,-85.452,73.13,94,80,1.99,broken clouds
461,Oriximina,BR,-1.7656,-55.8661,73.67,93,66,3.29,broken clouds
462,Tarakan,ID,3.3,117.6333,80.1,89,75,3.44,broken clouds
463,Cap-Aux-Meules,CA,47.3821,-61.8597,51.82,93,18,14.97,few clouds
464,Mehamn,NO,71.0357,27.8492,40.95,93,75,23.02,light rain
465,Nova Olimpia,BR,-14.7972,-57.2881,74.17,74,62,2.21,broken clouds
466,Socol,RO,44.8608,21.3703,54.84,74,2,3.4,clear sky
467,Laguna,US,38.421,-121.4238,70.18,65,0,0.0,clear sky
468,Ilhabela,BR,-23.7781,-45.3581,70.07,93,100,3.6,overcast clouds
469,Ajdabiya,LY,30.7554,20.2263,70.68,55,0,4.92,clear sky
470,Bronnoysund,NO,65.4625,12.1997,44.6,87,75,10.36,light intensity shower rain
471,Phayao,TH,19.25,100.25,84.29,40,5,4.25,clear sky
472,Santiago,CL,-33.4569,-70.6483,53.85,70,0,5.75,clear sky
473,Sile,TR,41.1754,29.6133,62.56,78,98,4.0,overcast clouds
474,Jalu,LY,29.0331,21.5482,71.56,55,71,7.45,broken clouds
475,Champerico,GT,14.3,-91.9167,77.56,86,99,9.95,overcast clouds
476,Byron Bay,AU,-28.65,153.6167,65.95,89,100,11.41,moderate rain
477,Samarai,PG,-10.6167,150.6667,83.44,78,6,14.25,clear sky
478,Boden,SE,65.8252,21.6886,30.2,77,100,2.59,overcast clouds
479,Arlit,NE,18.7369,7.3853,80.76,21,0,3.83,clear sky
480,Biloela,AU,-24.4167,150.5,68.95,90,100,9.17,moderate rain
481,Mazyr,BY,52.0495,29.2456,53.11,76,72,14.38,broken clouds
482,Rawson,AR,-43.3002,-65.1023,64.65,49,26,17.18,scattered clouds
483,Fort Walton Beach,US,30.4058,-86.6188,48.04,62,0,15.01,clear sky
484,Ovalle,CL,-30.5983,-71.2003,51.84,71,0,1.5,clear sky
485,Salta,AR,-24.7859,-65.4117,57.79,88,100,2.3,overcast clouds
486,Jizan,SA,17.3333,42.6667,94.14,28,0,2.8,clear sky
487,Padang,ID,-0.9492,100.3543,84.25,71,56,5.68,broken clouds
488,Brainerd,US,46.358,-94.2008,22.08,68,24,5.1,few clouds
489,Peshkopi,AL,41.685,20.4289,64.99,31,1,2.75,clear sky
490,Goderich,CA,43.7501,-81.7165,39.9,93,100,2.3,moderate rain
491,Luganville,VU,-15.5333,167.1667,79.99,83,10,10.07,clear sky
492,Houma,US,29.5958,-90.7195,46.0,63,0,4.61,clear sky
493,Kuruman,ZA,-27.4524,23.4325,75.99,34,7,14.7,clear sky
494,La Ronge,CA,55.1001,-105.2842,48.45,61,0,6.91,clear sky
495,Kungurtug,RU,50.5994,97.5228,42.06,53,96,3.56,overcast clouds
496,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.32,89,75,14.25,broken clouds
497,Lasa,IT,46.6166,10.7002,63.43,53,4,1.66,clear sky
498,Antalaha,MG,-14.9003,50.2788,78.21,56,25,12.64,scattered clouds
499,Porteirinha,BR,-15.7433,-43.0283,66.02,73,0,3.22,clear sky
500,Greensboro,US,36.0726,-79.792,37.54,91,1,5.1,clear sky
501,Yumbe,UG,3.4651,31.2469,79.38,64,62,2.8,light rain
502,Beaverlodge,CA,55.2166,-119.4361,38.55,53,79,5.53,broken clouds
503,That Phanom,TH,16.9364,104.7104,84.22,57,79,11.23,broken clouds
504,Hukuntsi,BW,-24.0,21.75,82.04,30,53,22.57,broken clouds
505,Bolkhov,RU,53.4433,36.0044,48.7,87,100,8.52,light rain
506,Xichang,CN,27.8964,102.2634,70.27,55,45,3.31,scattered clouds
507,Sitka,US,57.0531,-135.33,52.36,76,43,18.12,light rain
508,Yibin,CN,28.7667,104.6238,78.89,31,6,2.77,clear sky
509,Zhuji,CN,29.7188,120.2423,65.55,54,10,9.84,clear sky
510,Khilok,RU,51.3674,110.4676,44.69,48,93,6.06,overcast clouds
511,Basco,PH,20.4487,121.9702,78.31,83,100,34.58,overcast clouds
512,Dickinson,US,29.4608,-95.0513,55.98,53,0,1.99,clear sky
513,Llaillay,CL,-32.85,-70.9667,51.24,82,93,1.19,overcast clouds
514,Onega,RU,63.9061,38.1404,40.69,80,72,8.52,broken clouds
515,Praia Da Vitoria,PT,38.7333,-27.0667,62.76,82,40,22.12,scattered clouds
516,San Quintin,MX,30.4833,-115.95,68.83,81,8,7.31,clear sky
517,Campbell River,CA,50.0163,-125.2446,54.45,88,53,3.53,broken clouds
518,Micheweni,TZ,-4.9667,39.8333,81.77,62,3,8.21,clear sky
519,Gimli,CA,50.6336,-96.9907,32.7,37,100,13.0,overcast clouds
520,Tulun,RU,54.5611,100.5792,43.88,58,96,7.7,overcast clouds
521,Balabac,PH,7.9868,117.0645,83.28,74,98,10.38,overcast clouds
522,Korla,CN,41.7597,86.1469,67.68,14,73,3.94,broken clouds
523,Gravdal,NO,68.1214,13.5031,46.18,81,100,25.95,overcast clouds
524,Katsuura,JP,35.1333,140.3,58.44,83,100,18.92,overcast clouds
525,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.61,98,92,2.08,overcast clouds
526,Tabou,CI,4.423,-7.3528,77.59,87,100,5.28,moderate rain
527,Talara,PE,-4.5772,-81.2719,65.23,74,100,13.27,overcast clouds
528,Egvekinot,RU,66.3167,-179.1667,21.42,88,100,15.61,snow
529,Escarcega,MX,18.6089,-90.7454,71.74,99,100,2.08,moderate rain
530,Hobyo,SO,5.3505,48.5268,82.78,67,75,14.7,broken clouds
531,Tommot,RU,58.9564,126.2925,34.09,97,100,8.88,light snow
532,Gryazi,RU,52.4966,39.9359,53.96,56,100,15.75,overcast clouds
533,Mutare,ZW,-18.9707,32.6709,79.34,26,90,8.81,overcast clouds
534,Banjar,ID,-8.19,114.9675,80.28,85,100,1.5,light rain
535,Storforshei,NO,66.4043,14.5233,42.66,86,75,11.5,mist
536,Saint-Joseph,RE,-21.3667,55.6167,75.58,72,18,15.95,few clouds
537,Rio Gallegos,AR,-51.6226,-69.2181,38.91,65,88,5.66,overcast clouds
538,Arman,RU,59.7,150.1667,26.02,47,100,11.3,overcast clouds
539,Takoradi,GH,4.8845,-1.7554,79.0,81,35,4.21,scattered clouds
540,Birao,CF,10.2849,22.7882,86.31,39,6,5.55,clear sky
541,Alindao,CF,5.0267,21.2088,79.21,80,100,2.62,overcast clouds
542,Verpelet,HU,47.85,20.2333,59.43,56,2,2.55,clear sky
543,Gambela,ET,8.25,34.5833,84.49,60,70,2.46,broken clouds
544,Borogontsy,RU,62.6683,131.1683,19.6,92,100,5.77,overcast clouds
545,Bell Ville,AR,-32.6259,-62.6887,57.79,83,97,5.3,overcast clouds
546,Omboue,GA,-1.5746,9.2618,75.85,93,100,6.06,light rain
