City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Saint-Pierre,RE,2022-10-15 06:02:20,-21.3393,55.4781,76.68,57,20,21.85
295,Olinda,BR,2022-10-15 06:02:21,-8.0089,-34.8553,73.13,83,40,2.3
296,Cascais,PT,2022-10-15 06:02:21,38.6979,-9.4215,63.16,91,1,10.0
297,Bolgatanga,GH,2022-10-15 06:02:22,10.7856,-0.8514,73.9,85,100,5.23
298,Ogaminana,NG,2022-10-15 06:02:22,7.5946,6.2248,72.59,94,100,2.17
299,Katherine,AU,2022-10-15 06:02:22,-14.4667,132.2667,102.52,25,40,11.5
300,Fez,MA,2022-10-15 06:02:23,34.0372,-4.9998,64.65,77,0,3.44
301,Lhokseumawe,ID,2022-10-15 06:02:23,5.1801,97.1507,85.55,67,86,6.24
302,Pevek,RU,2022-10-15 05:53:56,69.7008,170.3133,11.98,95,100,8.28
303,Geraldton,AU,2022-10-15 05:58:16,-28.7667,114.6,72.01,40,2,17.27
304,Lebowakgomo,ZA,2022-10-15 06:02:24,-24.2,29.5,63.05,39,18,6.15
305,Esperance,AU,2022-10-15 06:02:24,-33.8667,121.9,63.1,63,0,11.45
306,Oistins,BB,2022-10-15 06:02:25,13.0667,-59.5333,79.9,77,1,11.88
307,Banda Aceh,ID,2022-10-15 06:02:25,5.5577,95.3222,82.02,74,100,13.87
308,Baghdad,IQ,2022-10-15 06:00:11,33.3406,44.4009,88.43,12,3,12.53
309,Boa Vista,BR,2022-10-15 06:00:47,2.8197,-60.6733,78.78,78,40,4.61
310,Faanui,PF,2022-10-15 06:02:26,-16.4833,-151.75,79.2,76,9,14.83
311,Sao Joao Da Barra,BR,2022-10-15 06:02:26,-21.6403,-41.0511,71.85,87,72,10.42
312,Tanout,NE,2022-10-15 06:02:26,14.9709,8.8879,79.2,17,67,8.75
313,Beyneu,KZ,2022-10-15 06:02:27,45.3167,55.2,60.58,54,100,10.31
314,Jumla,NP,2022-10-15 06:02:27,29.2747,82.1838,66.72,35,0,5.66
315,Monrovia,LR,2022-10-15 06:02:27,6.3005,-10.7969,74.97,89,97,2.98
316,Kruisfontein,ZA,2022-10-15 06:02:28,-34.0033,24.7314,59.88,90,100,11.1
317,Port Blair,IN,2022-10-15 05:52:52,11.6667,92.75,87.84,70,40,4.61
318,Taree,AU,2022-10-15 06:02:28,-31.9,152.4667,68.11,58,0,7.7
319,Kalabo,ZM,2022-10-15 06:02:28,-14.97,22.6814,77.47,20,27,11.68
320,Shubarshi,KZ,2022-10-15 06:02:29,48.5872,57.1869,52.03,48,8,2.19
321,Karimnagar,IN,2022-10-15 06:02:28,18.4333,79.15,81.19,79,99,7.85
322,Diffa,NE,2022-10-15 06:02:29,13.3154,12.6113,79.81,27,54,8.75
323,Codrington,AU,2022-10-15 06:02:29,-38.2667,141.9667,53.51,83,100,8.99
324,Miri,MY,2022-10-15 06:02:30,4.4148,114.0089,84.42,69,100,9.17
325,Maningrida,AU,2022-10-15 06:02:30,-12.0667,134.2667,89.64,56,98,15.48
326,Elbistan,TR,2022-10-15 06:02:45,38.2059,37.1983,60.91,57,100,0.81
327,Riberalta,BO,2022-10-15 06:02:46,-10.9833,-66.1,72.48,98,98,4.21
328,Yumen,CN,2022-10-15 06:02:46,40.2833,97.2,60.13,18,0,14.38
329,Hirara,JP,2022-10-15 05:56:16,24.8,125.2833,85.86,89,75,19.57
330,Misratah,LY,2022-10-15 05:53:51,32.3754,15.0925,75.0,63,6,16.26
331,Harnosand,SE,2022-10-15 06:02:46,62.6323,17.9379,45.0,92,100,10.07
332,Mazagao,BR,2022-10-15 06:02:47,-0.115,-51.2894,75.65,89,86,3.51
333,Imeni Zhelyabova,RU,2022-10-15 06:02:47,58.9544,36.5956,42.46,86,100,5.19
334,Saint-Leu,RE,2022-10-15 06:02:48,-21.15,55.2833,76.06,58,20,7.52
335,Mahon,ES,2022-10-15 06:02:48,39.8885,4.2658,68.56,94,0,2.3
336,Krasnoselkup,RU,2022-10-15 06:02:48,65.7,82.4667,36.61,71,100,16.2
337,Alice Springs,AU,2022-10-15 06:02:49,-23.7,133.8833,88.21,40,11,11.5
338,Prince Rupert,CA,2022-10-15 06:02:49,54.3161,-130.3201,59.09,94,100,2.3
339,Limbang,MY,2022-10-15 06:02:49,4.75,115.0,87.91,50,100,5.7
340,Mamallapuram,IN,2022-10-15 06:02:50,12.6264,80.1722,89.65,62,80,5.41
341,Flinders,AU,2022-10-15 06:02:50,-34.5833,150.8552,68.05,70,16,9.4
342,Cayenne,GF,2022-10-15 05:55:02,4.9333,-52.3333,75.24,94,0,2.3
343,Ipixuna,BR,2022-10-15 06:02:51,-1.7625,-48.8043,72.81,97,50,3.2
344,Ugoofaaru,MV,2022-10-15 06:02:51,5.6667,73.0,81.72,77,99,9.95
345,Bubaque,GW,2022-10-15 06:02:51,11.2833,-15.8333,81.41,76,71,10.96
346,Ust-Karsk,RU,2022-10-15 06:02:52,52.7011,118.8077,36.41,85,100,10.8
347,Suleya,RU,2022-10-15 06:02:52,55.1352,58.8792,42.49,74,100,6.69
348,Kloulklubed,PW,2022-10-15 06:02:52,7.0419,134.2556,81.1,75,100,13.73
349,Dauphin,CA,2022-10-15 06:02:53,51.1494,-100.0502,44.94,44,94,14.09
350,Kayattar,IN,2022-10-15 06:02:53,8.95,77.8,90.9,55,98,0.78
351,Guiglo,CI,2022-10-15 06:02:54,6.5456,-7.4966,69.73,100,99,1.95
352,Hofn,IS,2022-10-15 06:02:54,64.2539,-15.2082,39.11,58,79,20.83
353,Acajutla,SV,2022-10-15 06:02:54,13.5928,-89.8275,78.37,85,92,3.58
354,Otradnoye,RU,2022-10-15 06:02:55,59.7775,30.8181,45.95,88,96,6.51
355,Biala Podlaska,PL,2022-10-15 06:02:55,52.0324,23.1165,49.95,82,100,9.37
356,Seoul,KR,2022-10-15 06:00:00,37.5683,126.9778,76.39,36,0,4.61
357,Necochea,AR,2022-10-15 06:02:55,-38.5473,-58.7368,38.16,79,0,11.12
358,Kallithea,GR,2022-10-15 06:02:56,37.95,23.7,62.65,85,75,10.36
359,Qaqortoq,GL,2022-10-15 06:02:56,60.7167,-46.0333,26.94,56,36,5.21
360,Phayakkhaphum Phisai,TH,2022-10-15 06:02:56,15.5163,103.1937,69.42,89,100,12.97
361,Tomatlan,MX,2022-10-15 06:02:57,19.9333,-105.25,75.07,95,58,2.28
362,Micheweni,TZ,2022-10-15 06:02:57,-4.9667,39.8333,78.93,63,67,7.61
363,Frankfort,ZA,2022-10-15 06:02:57,-27.2667,28.4833,72.41,40,70,8.34
364,Horizontina,BR,2022-10-15 06:02:58,-27.6258,-54.3078,56.98,92,5,4.54
365,Malkapur,IN,2022-10-15 06:02:58,20.8833,76.2,82.0,50,11,6.67
366,Bonavista,CA,2022-10-15 06:02:58,48.6499,-53.1147,51.64,81,100,4.54
367,Onega,RU,2022-10-15 06:02:58,63.9061,38.1404,45.91,92,100,7.36
368,Chifeng,CN,2022-10-15 06:00:23,42.2683,118.9636,69.85,18,43,7.43
369,Eureka,US,2022-10-15 06:02:59,40.8021,-124.1637,48.81,74,0,5.32
370,Keetmanshoop,NA,2022-10-15 06:02:59,-26.5833,18.1333,80.19,19,100,15.23
371,Kandrian,PG,2022-10-15 06:03:15,-6.2167,149.55,85.59,66,27,6.15
372,Mombetsu,JP,2022-10-15 06:03:15,44.3525,143.3525,57.4,82,100,1.79
373,Hambantota,LK,2022-10-15 06:03:16,6.1241,81.1185,86.34,79,40,11.5
374,Lar,IN,2022-10-15 06:03:16,26.2039,83.9717,84.51,45,0,5.1
375,Papetoai,PF,2022-10-15 06:03:16,-17.4961,-149.8729,78.39,76,33,7.18
376,Tura,IN,2022-10-15 06:01:59,25.5198,90.2201,82.87,55,0,5.03
377,Sinnamary,GF,2022-10-15 06:03:17,5.3833,-52.95,78.12,89,36,8.3
378,Sibolga,ID,2022-10-15 06:03:17,1.7427,98.7792,80.56,84,99,6.73
379,Cabinda,AO,2022-10-15 06:03:17,-5.55,12.2,77.41,86,100,7.45
380,Isangel,VU,2022-10-15 06:03:18,-19.55,169.2667,73.27,63,19,10.38
381,Abalak,RU,2022-10-15 06:03:18,58.1286,68.5944,50.31,65,100,6.58
382,Cape Girardeau,US,2022-10-15 06:03:19,37.3834,-89.7168,62.19,54,94,8.48
383,Jalu,LY,2022-10-15 06:03:19,29.0331,21.5482,71.33,70,10,11.41
384,Strezhevoy,RU,2022-10-15 06:03:20,60.7333,77.5889,40.44,65,73,12.68
385,Tessalit,ML,2022-10-15 06:03:20,20.1986,1.0114,76.57,10,1,13.89
386,Praia,CV,2022-10-15 06:03:20,14.9215,-23.5087,77.54,83,75,11.5
387,Marystown,CA,2022-10-15 06:03:21,47.1666,-55.1483,49.96,75,91,2.75
388,Galle,LK,2022-10-15 06:03:21,6.0367,80.217,81.07,80,76,11.81
389,Coquimbo,CL,2022-10-15 06:03:16,-29.9533,-71.3436,55.13,87,100,8.05
390,Guhagar,IN,2022-10-15 06:03:21,17.4842,73.1929,85.24,68,89,3.67
391,Mayskiy,RU,2022-10-15 06:03:22,47.6931,40.1025,44.01,60,0,12.21
392,Tumpat,MY,2022-10-15 06:03:22,6.1978,102.171,86.7,63,85,9.91
393,Karacakoy,TR,2022-10-15 06:03:23,41.4029,28.3834,62.67,79,100,23.55
394,Santarem,BR,2022-10-15 06:03:23,-2.4431,-54.7083,80.73,89,20,11.5
395,Rio Gallegos,AR,2022-10-15 06:03:23,-51.6226,-69.2181,51.85,58,0,17.27
396,Montrose,US,2022-10-15 06:01:12,38.4166,-108.2673,39.45,28,0,2.86
397,Chichica,PA,2022-10-15 06:03:24,8.4922,-82.1627,72.77,97,99,1.28
398,Manokwari,ID,2022-10-15 06:03:24,-0.8667,134.0833,84.45,67,77,7.18
399,Kudahuvadhoo,MV,2022-10-15 06:03:24,2.6708,72.8944,80.71,78,94,17.38
400,Cidreira,BR,2022-10-15 06:03:25,-30.1811,-50.2056,61.3,73,96,17.6
401,Clyde River,CA,2022-10-15 05:55:00,70.4692,-68.5914,30.43,86,100,17.27
402,Faya,SA,2022-10-15 06:03:25,18.3851,42.4509,68.52,18,9,6.29
403,Arua,UG,2022-10-15 06:03:26,3.0201,30.9111,70.02,81,100,4.32
404,Shakiso,ET,2022-10-15 06:03:26,5.75,38.9167,59.94,96,100,2.19
405,Sunndalsora,NO,2022-10-15 06:02:32,62.6754,8.5515,43.11,99,100,3.11
406,Santa Rosa,PH,2022-10-15 06:02:39,14.3122,121.1114,90.1,68,84,15.75
407,Taybad,IR,2022-10-15 06:03:27,34.74,60.7756,76.17,11,1,6.02
408,Sur,OM,2022-10-15 05:55:02,22.5667,59.5289,88.41,23,12,1.97
409,Williams Lake,CA,2022-10-15 06:00:45,52.1415,-122.1445,51.66,70,53,0.76
410,Sokoto,NG,2022-10-15 06:03:27,13.0609,5.239,75.67,76,27,5.06
411,Bundaberg,AU,2022-10-15 06:00:06,-24.85,152.35,79.21,65,57,4.0
412,Grenville,GD,2022-10-15 06:03:27,12.1167,-61.6167,81.43,75,1,13.56
413,Launceston,AU,2022-10-15 06:03:28,-41.45,147.1667,60.8,77,40,12.66
414,Saint-Georges,GD,2022-10-15 05:59:37,12.0564,-61.7485,78.48,89,20,5.75
415,Nelson Bay,AU,2022-10-15 06:03:28,-32.7167,152.15,71.1,67,0,11.99
416,San Rafael,AR,2022-10-15 06:03:28,-34.6177,-68.3301,51.06,26,0,8.63
417,Thyolo,MW,2022-10-15 06:03:44,-16.0678,35.1405,78.76,28,0,8.95
418,Punta Alta,AR,2022-10-15 06:03:44,-38.8759,-62.0736,50.09,46,18,8.08
419,Rawson,AR,2022-10-15 05:59:06,-43.3002,-65.1023,60.82,26,19,22.88
420,Minot,US,2022-10-15 06:02:01,48.2325,-101.2963,38.79,60,0,10.36
421,Boende,CD,2022-10-15 06:03:45,-0.2167,20.8667,71.98,94,100,3.29
422,Guayaramerin,BO,2022-10-15 06:03:45,-10.8368,-65.3614,72.14,99,92,4.12
423,Vostok,RU,2022-10-15 06:03:45,46.4856,135.8833,55.78,58,40,5.82
424,Belaya Gora,RU,2022-10-15 06:03:45,68.5333,146.4167,12.87,82,97,5.26
425,Taguatinga,BR,2022-10-15 06:03:46,-12.3857,-46.5711,80.1,28,82,8.55
426,Maxixe,MZ,2022-10-15 06:03:46,-23.8597,35.3472,78.46,68,25,4.88
427,Akdepe,TM,2022-10-15 06:03:46,42.0551,59.3788,68.25,29,23,12.59
428,Vigrestad,NO,2022-10-15 06:03:47,58.5667,5.7,42.48,67,56,3.53
429,Inirida,CO,2022-10-15 06:03:47,3.8653,-67.9239,75.24,90,94,2.15
430,Bell Ville,AR,2022-10-15 06:03:47,-32.6259,-62.6887,47.8,89,98,6.04
431,Lorengau,PG,2022-10-15 05:53:54,-2.0226,147.2712,85.57,67,53,7.07
432,Kibala,TD,2022-10-15 06:03:48,9.1104,18.3463,76.03,86,100,2.86
433,Tiarei,PF,2022-10-15 06:03:48,-17.5333,-149.3333,78.82,77,10,9.19
434,Tifton,US,2022-10-15 06:03:48,31.4505,-83.5085,53.56,40,0,4.63
435,Zhuanghe,CN,2022-10-15 06:03:49,39.7008,122.9911,65.7,58,83,6.38
436,Kovdor,RU,2022-10-15 06:03:49,67.5662,30.4758,35.8,97,60,4.27
437,College,US,2022-10-15 06:03:49,64.8569,-147.8028,24.8,81,0,5.75
438,Jurmala,LV,2022-10-15 06:03:50,56.968,23.7704,47.98,93,20,10.36
439,Kayalpattinam,IN,2022-10-15 05:58:52,8.5667,78.1167,91.71,52,40,5.75
440,Varhaug,NO,2022-10-15 06:03:50,58.6147,5.6457,45.9,68,56,3.44
441,Cockburn Town,TC,2022-10-15 06:03:50,21.4612,-71.1419,82.13,75,95,14.74
442,Andenes,NO,2022-10-15 06:03:51,69.3143,16.1194,42.93,75,40,5.75
443,Fukue,JP,2022-10-15 06:03:51,32.6881,128.8419,72.25,73,12,15.7
444,Sorong,ID,2022-10-15 06:03:51,-0.8833,131.25,84.72,70,84,4.23
445,Chegdomyn,RU,2022-10-15 06:03:52,51.1167,133.0167,55.65,46,37,9.37
446,Ballina,AU,2022-10-15 06:03:52,-28.8667,153.5667,72.01,72,36,9.44
447,Buraydah,SA,2022-10-15 06:00:38,26.326,43.975,85.28,15,0,11.14
448,Lakes Entrance,AU,2022-10-15 06:03:53,-37.8811,147.981,66.16,63,38,9.06
449,Juba,SS,2022-10-15 06:00:56,4.8517,31.5825,76.64,79,96,3.62
450,Dwarka,IN,2022-10-15 06:03:53,22.2394,68.9678,87.64,43,23,10.47
451,Constitucion,CL,2022-10-15 06:03:53,-35.3333,-72.4167,52.41,79,0,6.4
452,Vredendal,ZA,2022-10-15 06:03:54,-31.6683,18.5012,69.15,52,100,7.34
453,Bonthe,SL,2022-10-15 06:03:54,7.5264,-12.505,75.09,92,91,3.47
454,Angoche,MZ,2022-10-15 06:03:55,-16.2325,39.9086,80.08,60,0,12.37
455,Mae Ramat,TH,2022-10-15 06:03:55,16.984,98.5166,85.1,70,82,4.5
456,Itarema,BR,2022-10-15 06:03:55,-2.9248,-39.9167,77.85,79,55,16.87
457,Ulaangom,MN,2022-10-15 06:03:55,49.9811,92.0667,41.18,35,3,3.42
458,Walvis Bay,NA,2022-10-15 06:03:56,-22.9575,14.5053,59.09,87,63,9.15
459,Dunedin,NZ,2022-10-15 05:55:02,-45.8742,170.5036,51.8,73,64,4.0
460,Conde,BR,2022-10-15 05:58:59,-7.2597,-34.9075,71.06,94,20,5.75
461,Diamantina,BR,2022-10-15 06:03:56,-18.2494,-43.6003,58.5,79,47,4.7
462,Basoko,CD,2022-10-15 06:03:57,1.2391,23.616,73.87,92,100,4.41
463,Mogadishu,SO,2022-10-15 06:03:31,2.0371,45.3438,79.5,76,36,12.48
464,Stornoway,GB,2022-10-15 06:04:12,58.2093,-6.3865,46.36,92,75,11.5
465,Arlit,NE,2022-10-15 06:04:12,18.7369,7.3853,78.53,13,2,5.28
466,Salina,US,2022-10-15 06:00:04,38.8403,-97.6114,48.94,46,81,7.45
467,Havre,FR,2022-10-15 06:04:13,49.5833,0.3333,61.34,100,100,11.5
468,Dhidhdhoo,MV,2022-10-15 06:04:13,6.8833,73.1,81.7,78,98,9.51
469,Flin Flon,CA,2022-10-15 06:04:13,54.7682,-101.865,39.9,43,74,15.57
470,Gujan-Mestras,FR,2022-10-15 06:04:14,44.6333,-1.0667,63.07,100,0,6.91
471,Sarangani,PH,2022-10-15 06:04:15,5.4033,125.4636,84.74,75,50,15.77
472,Labuhan,ID,2022-10-15 05:56:12,-6.8844,112.2051,85.86,64,100,5.26
473,Igarka,RU,2022-10-15 06:04:15,67.4667,86.5833,36.12,76,100,15.99
474,Garissa,KE,2022-10-15 06:04:16,-0.4536,39.6401,79.5,57,56,16.15
475,Maria Aurora,PH,2022-10-15 06:04:16,15.7967,121.4737,87.49,64,90,9.84
476,Guider,CM,2022-10-15 06:04:16,9.9342,13.9486,75.11,69,100,2.57
477,Porosozero,RU,2022-10-15 06:04:17,62.7191,32.727,44.44,96,100,6.49
478,Port Hardy,CA,2022-10-15 06:04:17,50.6996,-127.4199,53.64,96,34,1.52
479,Linqu,CN,2022-10-15 06:04:18,36.5156,118.5397,73.26,37,87,2.68
480,Caucaia,BR,2022-10-15 06:04:18,-3.7361,-38.6531,78.75,74,40,12.66
481,Shache,CN,2022-10-15 06:04:18,38.4167,77.2406,67.98,13,72,3.65
482,Aklavik,CA,2022-10-15 06:04:18,68.2191,-135.0107,25.39,58,90,6.76
483,Tazovskiy,RU,2022-10-15 06:04:19,67.4667,78.7,37.89,73,100,13.6
484,Asau,RO,2022-10-15 06:04:19,46.4333,26.4,45.52,88,97,2.19
485,Kargasok,RU,2022-10-15 06:04:19,59.0556,80.8572,38.46,63,100,10.96
486,Plavinas,LV,2022-10-15 06:04:20,56.6178,25.7255,45.81,88,91,5.95
487,Ozernovskiy,RU,2022-10-15 06:04:20,51.5,156.5167,45.7,84,61,9.62
488,Brownwood,US,2022-10-15 06:04:03,31.7093,-98.9912,73.4,63,100,10.69
489,Kurchatov,RU,2022-10-15 06:04:21,51.6601,35.6521,36.01,69,31,2.17
490,Pa Sang,TH,2022-10-15 06:04:21,18.5262,98.9394,94.17,41,66,1.45
491,Bay Roberts,CA,2022-10-15 06:04:21,47.5999,-53.2648,47.34,81,100,4.16
492,Lanzhou,CN,2022-10-15 06:04:22,36.0564,103.7922,57.79,24,100,3.94
493,Tezu,IN,2022-10-15 06:04:22,27.9167,96.1667,86.04,58,4,3.89
494,San Felipe,VE,2022-10-15 06:04:22,10.3399,-68.7425,71.46,98,35,0.83
495,Dombarovskiy,RU,2022-10-15 06:04:22,50.7587,59.5386,49.8,57,23,9.84
496,Sao Gabriel Da Cachoeira,BR,2022-10-15 06:04:23,-0.1303,-67.0892,72.68,98,96,0.92
497,Nome,US,2022-10-15 06:04:23,64.5011,-165.4064,30.27,60,0,12.66
498,Novonikolayevskiy,RU,2022-10-15 06:04:23,50.9738,42.3649,36.79,94,8,1.99
499,Altagracia De Orituco,VE,2022-10-15 06:04:24,9.8601,-66.3814,69.48,95,16,3.33
500,Iralaya,HN,2022-10-15 06:04:24,15.0,-83.2333,80.15,82,95,5.44
501,Roebourne,AU,2022-10-15 06:04:24,-20.7833,117.1333,85.75,19,3,11.81
502,Elko,US,2022-10-15 06:04:25,41.0002,-115.5012,53.64,19,0,5.01
503,Leua,SK,2022-10-15 06:04:25,48.2156,18.6071,54.5,86,100,5.97
504,Jiuquan,CN,2022-10-15 06:04:25,39.7432,98.5174,61.41,17,1,9.6
505,Maceio,BR,2022-10-15 06:04:26,-9.6658,-35.7353,71.04,94,40,4.61
506,Palaikastron,GR,2022-10-15 06:04:26,35.2,26.25,66.29,84,100,5.99
507,Kjollefjord,NO,2022-10-15 06:04:27,70.9457,27.3465,41.05,93,40,11.5
508,Senekal,ZA,2022-10-15 06:04:27,-28.3197,27.6208,75.6,33,70,11.77
509,Kuldur,RU,2022-10-15 06:04:27,49.2167,131.6333,54.93,56,8,10.02
510,San Fernando,PH,2022-10-15 06:04:43,15.0286,120.6898,89.55,61,71,5.88
511,Pozo Colorado,PY,2022-10-15 06:04:43,-23.4923,-58.7972,67.26,93,57,4.52
512,Sisimiut,GL,2022-10-15 06:04:43,66.9395,-53.6735,25.29,71,79,8.93
513,Ketchikan,US,2022-10-15 06:04:43,55.3422,-131.6461,58.98,100,100,12.66
514,Rovinj,HR,2022-10-15 06:04:44,45.08,13.64,58.28,72,35,1.54
515,Taonan,CN,2022-10-15 06:04:44,45.3333,122.7833,57.74,20,8,11.01
516,Vestmannaeyjar,IS,2022-10-15 06:04:44,63.4427,-20.2734,38.05,67,16,18.75
517,Sambava,MG,2022-10-15 06:04:45,-14.2667,50.1667,75.36,66,28,12.8
518,Coos Bay,US,2022-10-15 06:04:45,43.3665,-124.2179,51.78,100,100,0.0
519,Taksimo,RU,2022-10-15 06:04:45,56.3444,114.8794,37.22,50,95,8.72
520,Tawau,MY,2022-10-15 06:04:46,4.2498,117.8871,87.53,61,51,4.47
521,Ambon,ID,2022-10-15 06:04:46,-3.6954,128.1814,87.94,70,40,5.75
522,Lavrentiya,RU,2022-10-15 06:04:46,65.5833,-171.0,27.7,81,68,7.99
523,Batagay,RU,2022-10-15 06:04:47,67.6333,134.6333,12.67,91,78,4.16
524,Tutoia,BR,2022-10-15 06:04:47,-2.7619,-42.2744,78.62,83,42,12.37
525,Ancud,CL,2022-10-15 06:04:47,-41.8697,-73.8203,43.59,87,31,4.0
526,Edson,CA,2022-10-15 06:04:47,53.5835,-116.4356,42.57,93,3,3.02
527,Huarmey,PE,2022-10-15 06:04:48,-10.0681,-78.1522,61.09,86,4,8.01
528,Mareeba,AU,2022-10-15 06:04:48,-17.0,145.4333,87.44,52,14,10.0
529,Perelyub,RU,2022-10-15 06:04:48,51.8667,50.3667,43.72,62,78,7.29
530,Kenora,CA,2022-10-15 06:04:49,49.8167,-94.4337,34.77,100,100,11.5
531,Kingsville,US,2022-10-15 06:04:49,27.5159,-97.8561,76.95,91,0,3.44
532,Guiyang,CN,2022-10-15 06:04:49,26.5833,106.7167,70.86,50,5,9.31
533,Silver City,US,2022-10-15 06:04:50,32.7701,-108.2803,62.67,60,0,5.75
534,Birjand,IR,2022-10-15 06:04:50,32.8663,59.2211,77.14,11,0,4.59
535,Bethanien,NA,2022-10-15 06:04:50,-26.502,17.1583,77.67,29,87,17.92
536,La Ronge,CA,2022-10-15 06:03:10,55.1001,-105.2842,43.3,74,100,18.28
537,Shubarkuduk,KZ,2022-10-15 06:04:51,49.1447,56.4872,51.35,49,6,3.67
538,Kasongo-Lunda,CD,2022-10-15 06:04:51,-6.4667,16.8167,72.16,93,78,0.31
539,Port Moresby,PG,2022-10-15 06:04:51,-9.4431,147.1797,83.48,76,99,13.06
540,Santa Rosalia,MX,2022-10-15 06:02:32,27.3167,-112.2833,74.39,65,11,8.52
541,Kaeo,NZ,2022-10-15 06:04:52,-35.1,173.7833,57.97,69,60,9.64
542,North Branch,US,2022-10-15 06:04:52,45.5113,-92.9802,33.94,97,77,1.99
543,Bahar,IR,2022-10-15 06:00:46,34.9072,48.4414,69.24,19,0,5.91
544,Asilah,MA,2022-10-15 06:04:52,35.465,-6.0348,66.16,69,10,5.19
545,Maniitsoq,GL,2022-10-15 06:04:53,65.4167,-52.9,27.52,52,32,6.98
546,Kodinar,IN,2022-10-15 06:04:53,20.7903,70.7031,88.5,38,13,12.88
547,Palmer,US,2022-10-15 06:03:49,42.1584,-72.3287,52.5,80,0,0.0
548,Petropavlovsk-Kamchatskiy,RU,2022-10-15 06:04:53,53.0452,158.6483,52.39,37,20,8.95
549,Chichli,IN,2022-10-15 06:04:54,22.8333,78.8167,79.81,50,5,4.85
550,Chengde,CN,2022-10-15 06:04:54,40.9725,117.9361,75.07,19,32,3.98
551,Nambucca Heads,AU,2022-10-15 06:04:54,-30.65,153.0,70.16,57,0,8.66
552,Porto Novo,BJ,2022-10-15 06:04:54,6.4965,2.6036,75.88,91,98,4.41
553,Mabaruma,GY,2022-10-15 06:04:55,8.2,-59.7833,73.0,99,94,2.37
